1	19-08-1999	09:46:11	37.649	14.893	19.40	2.0	1	2.39 km E da Biancavilla (CT)
2	19-08-1999	09:48:05	37.537	14.892	16.72	2.4	1	3.34 km S da Patern (CT)
3	19-08-1999	22:32:58	37.776	14.976	9.10	2.2	1	1.39 km NW da Punta Lucia (CT)
4	19-08-1999	22:42:13	37.814	13.286	7.30	2.4	1	1.34 km W da Corleone (PA)
5	20-08-1999	02:42:12	37.806	14.962	1.11	2.1	1	1.96 km W da Grotta del Gelo (CT)
6	20-08-1999	14:15:29	37.654	15.020	1.35	2.1	1	2.26 km SE da Monte Grosso (CT)
7	21-08-1999	01:38:38	37.799	15.159	2.24	2.3	1	1.82 km SW da Piedimonte Etneo (CT)
8	21-08-1999	09:28:37	37.865	15.120	3.34	3.2	1	1.89 km S da Castiglione di Sicilia (CT)
9	21-08-1999	16:04:38	38.189	15.349	12.67	2.3	1	1.22 km S da Torregrotta (ME)
10	21-08-1999	18:55:57	37.615	14.957	5.14	2.0	1	2.44 km SE da Ragalna (CT)
11	22-08-1999	04:52:05	37.721	15.120	3.27	2.2	1	0.29 km SE da Milo (CT)
12	23-08-1999	18:11:48	37.653	15.134	1.43	2.0	1	1.47 km S da Linera (CT)
13	24-08-1999	05:21:37	37.665	14.962	11.05	1.7	1	1.88 km S da M. Parmentelli (CT)
14	24-08-1999	22:44:23	37.723	15.094	5.77	2.1	1	2.02 km S da Monte Fontane (CT)
15	25-08-1999	06:36:51	37.742	15.021	16.12	2.4	1	1.49 km NW da Monte Centenari (CT)
16	25-08-1999	06:39:31	37.690	15.054	14.59	1.7	1	1.05 km W da Monte Arcimis (CT)
17	25-08-1999	06:41:47	37.736	15.021	16.89	2.2	1	1.29 km W da Monte Centenari (CT)
18	25-08-1999	07:02:36	37.736	15.016	14.94	2.3	1	1.73 km W da Monte Centenari (CT)
19	25-08-1999	17:04:26	37.731	15.023	13.46	1.5	1	1.21 km SW da Monte Centenari (CT)
20	25-08-1999	19:01:13	37.725	15.030	1.94	2.1	1	1.24 km SW da Monte Centenari (CT)
21	25-08-1999	21:54:36	38.508	15.930	0.00	2.8	1	3.17 km NE da San Ferdinando (RC)
22	26-08-1999	08:50:19	37.803	15.088	0.25	3.0	1	1.48 km E da Piano Pernicana (CT)
23	26-08-1999	08:56:26	37.818	15.113	8.48	3.0	1	3.51 km SW da Linguaglossa (CT)
24	27-08-1999	08:48:09	37.768	14.979	7.76	2.2	1	0.64 km W da Punta Lucia (CT)
25	28-08-1999	18:20:35	38.022	15.058	8.80	2.7	1	3.95 km E da Montalbano Elicona (ME)
26	28-08-1999	19:31:51	37.712	14.947	5.92	2.5	1	1.80 km W da M. Denza (CT)
27	29-08-1999	03:33:50	37.731	15.035	3.14	1.9	1	0.48 km S da Monte Centenari (CT)
28	30-08-1999	07:36:00	38.091	15.201	6.88	1.8	1	1.25 km SW da Castroreale (ME)
29	30-08-1999	15:03:33	37.742	14.981	6.43	2.6	1	1.59 km NW da M. Frumento Supino (CT)
30	30-08-1999	20:52:43	37.636	14.417	22.97	2.8	1	1.17 km NW da Assoro (EN)
31	30-08-1999	23:20:20	37.724	14.944	7.93	2.1	1	2.38 km E da M. Intraleo (CT)
32	01-09-1999	11:42:05	37.740	14.995	5.90	2.0	1	0.67 km N da M. Frumento Supino (CT)
33	02-09-1999	12:02:49	37.777	15.142	3.53	2.7	1	1.70 km S da Vena (CT)
34	02-09-1999	13:33:45	37.788	15.091	2.80	3.0	1	2.22 km E da I Due Monti (CT)
35	02-09-1999	15:55:17	37.120	15.187	12.50	1.5	1	4.11 km S da Priolo Gargallo (SR)
36	02-09-1999	18:26:40	37.712	15.038	2.22	2.1	1	1.84 km W da Monte Zoccolaro (CT)
37	05-09-1999	22:46:05	37.724	14.998	1.42	2.4	1	0.97 km NW da La Montagnola (CT)
38	07-09-1999	06:37:51	37.759	15.001	6.23	2.2	1	0.85 km NE da Crateri Centrali (CT)
39	08-09-1999	01:23:02	37.713	15.030	13.23	1.9	1	1.69 km N da Case del Vescovo (CT)
40	08-09-1999	15:41:46	37.726	15.055	3.59	2.0	1	1.17 km N da Monte Zoccolaro (CT)
41	09-09-1999	04:45:29	37.706	15.010	14.46	2.2	1	1.25 km NE da Rifugio Sapienza (CT)
42	09-09-1999	05:49:03	37.655	14.927	4.57	2.3	1	2.72 km NW da Ragalna (CT)
43	09-09-1999	06:44:49	37.757	14.968	7.16	2.2	1	1.79 km NE da Monte Palestra (CT)
44	09-09-1999	07:24:25	37.739	15.066	13.19	1.9	1	1.10 km S da Monte Scorsone (CT)
45	09-09-1999	11:39:28	37.806	15.039	14.08	2.7	1	0.90 km SE da Monte Nero (CT)
46	09-09-1999	16:04:17	37.761	15.020	10.38	2.5	1	0.58 km S da P.zi Deneri (CT)
47	10-09-1999	18:19:59	37.690	15.052	6.15	1.7	1	1.23 km W da Monte Arcimis (CT)
48	10-09-1999	22:05:43	37.760	15.005	9.46	1.9	1	1.17 km NE da Crateri Centrali (CT)
49	11-09-1999	02:31:24	37.503	15.241	14.90	2.2	1	10.11 km SE da Aci Castello (CT)
50	11-09-1999	20:52:49	37.662	14.935	5.92	2.0	1	3.19 km N da Ragalna (CT)
51	12-09-1999	16:04:51	38.014	15.141	9.14	1.4	1	0.97 km E da Novara di Sicilia (ME)
52	15-09-1999	02:27:55	37.679	14.979	3.16	2.2	1	0.91 km E da M. Parmentelli (CT)
53	15-09-1999	04:00:35	37.690	15.000	0.13	2.5	1	1.12 km S da Rifugio Sapienza (CT)
54	15-09-1999	13:19:51	37.229	15.200	15.90	1.1	1	1.88 km W da Augusta (SR)
55	16-09-1999	13:23:46	37.645	14.851	1.21	2.7	1	1.43 km W da Biancavilla (CT)
56	16-09-1999	16:38:43	37.617	14.835	9.91	2.2	1	4.04 km SW da Biancavilla (CT)
57	16-09-1999	17:49:44	37.630	14.858	2.61	2.7	1	1.65 km SW da Biancavilla (CT)
58	16-09-1999	19:17:38	37.730	15.058	5.92	2.2	1	1.58 km N da Monte Zoccolaro (CT)
59	16-09-1999	21:29:28	37.731	15.036	3.04	2.3	1	0.48 km S da Monte Centenari (CT)
60	16-09-1999	21:37:12	37.747	15.004	2.25	2.2	1	1.04 km SE da Crateri Centrali (CT)
61	17-09-1999	02:58:00	37.730	15.066	5.80	2.2	1	1.72 km NE da Monte Zoccolaro (CT)
62	17-09-1999	09:13:53	37.665	14.805	14.22	2.2	1	2.57 km W da Adrano (CT)
